timestamp,mission_time_s,chamber_pressure_psi,oxidizer_inlet_pressure_psi,fuel_inlet_pressure_psi,combustion_temp_F,nozzle_exit_temp_F,thrust_lbf,oxidizer_flow_rate_gps,fuel_flow_rate_gps,turbopump_rpm,vibration_g,coolant_inlet_temp_F,coolant_outlet_temp_F,injector_pressure_drop_psi,nozzle_exit_pressure_psi,o_f_ratio,test_phase
2026-02-15T04:30:01.400Z,1.4,397.8777,460.9358,424.8629,1626.006,793.7935,53230.9832,157.3057,66.9767,10075.2721,0.7612,20.0478,99.6059,78.8382,4.3674,0.66,STARTUP
2026-02-15T04:30:01.500Z,1.5,426.4335,492.5921,458.9098,1731.383,844.4584,57110.0116,168.4414,70.7689,10800.895,0.5908,22.5135,106.9926,82.2433,4.6517,0.7051,STARTUP
2026-02-15T04:30:01.600Z,1.6,460.6188,532.0242,484.8763,1844.5873,906.3758,60661.6847,179.0243,79.0067,11525.2806,0.7496,22.804,110.1368,86.9592,4.8686,0.7411,STARTUP
2026-02-15T04:30:01.700Z,1.7,482.539,563.3464,519.7387,1983.0524,954.9616,64715.3651,191.4139,82.4901,12179.072,0.8283,24.0472,120.2244,93.4556,5.1315,0.7948,STARTUP
2026-02-15T04:30:01.800Z,1.8,513.3941,593.5843,549.7227,2102.3566,1021.5252,68288.4131,200.0939,86.6656,12925.7439,0.7654,24.7288,124.7033,98.8863,5.3926,0.8421,STARTUP
2026-02-15T04:30:01.900Z,1.9,536.5601,627.6448,581.041,2216.2044,1064.1696,72417.3053,213.2202,89.4521,13653.1939,1.0621,28.2684,135.2633,107.6843,5.3267,0.8873,STARTUP
2026-02-15T04:30:02.000Z,2,563.2947,654.7862,608.8922,2327.7327,1135.061,76229.5198,223.383,95.6125,14392.5442,1.0343,29.3338,140.2031,113.1063,6.1294,0.9333,STARTUP
2026-02-15T04:30:02.100Z,2.1,597.8171,699.9361,635.5035,2429.4095,1175.1799,79922.2578,234.1812,100.7444,15184.1097,1.0917,30.2257,151.0261,117.4227,6.1176,0.9897,STARTUP
2026-02-15T04:30:02.200Z,2.2,623.7962,730.4348,675.8184,2571.8843,1237.9526,83862.3587,246.097,105.9816,15814.6953,1.1381,32.5859,150.4637,125.0995,6.5347,1.0243,STARTUP
2026-02-15T04:30:02.300Z,2.3,655.3656,754.5498,700.4414,2692.7646,1301.927,87768.4636,258.7953,109.4133,16517.856,0.812,33.1495,156.8848,129.2542,7.0708,1.0737,STARTUP
2026-02-15T04:30:02.400Z,2.4,676.7389,795.3333,726.66,2794.2325,1357.5824,91444.2178,269.9545,115.51,17260.2665,1.3911,36.1988,165.1538,135.4084,7.1962,1.12,STARTUP
2026-02-15T04:30:02.500Z,2.5,710.0411,819.6795,766.4414,2907.7556,1421.5913,95402.5946,278.3237,120.5532,18002.8964,1.2384,34.9073,178.0337,137.4847,7.7103,1.1644,STARTUP
2026-02-15T04:30:02.600Z,2.6,740.4425,855.6115,794.2985,3015.6428,1448.9697,99186.8328,292.7831,125.0601,18656.6704,1.0011,37.3224,181.9607,146.1433,7.4202,1.2109,STARTUP
2026-02-15T04:30:02.700Z,2.7,767.8679,886.0629,822.2726,3146.413,1536.7659,102380.6598,302.1846,130.4173,19423.2144,1.2374,39.9233,190.925,150.8051,7.5237,1.2562,STARTUP
2026-02-15T04:30:02.800Z,2.8,796.7669,932.6698,851.5683,3247.9742,1554.705,106955.0846,312.9944,132.0761,20250.158,1.462,40.9825,193.3444,157.4919,8.5784,1.3053,STARTUP
2026-02-15T04:30:02.900Z,2.9,826.4569,953.9589,875.4691,3373.8889,1633.8531,109758.5086,323.0985,139.8325,20907.6002,1.3945,42.1037,191.8907,165.2753,8.9719,1.3512,STARTUP
2026-02-15T04:30:03.000Z,3,844.4013,983.8045,913.3671,3476.7723,1665.3995,114762.2074,336.7368,144.8956,21590.1862,1.4898,41.5569,214.0877,173.3552,8.0943,1.3979,STARTUP
2026-02-15T04:30:03.100Z,3.1,880.4788,1022.1241,938.2937,3618.2562,1705.9655,117753.2587,343.7842,146.4077,22302.541,1.9154,41.1514,214.4333,177.286,8.9038,1.4451,STARTUP
2026-02-15T04:30:03.200Z,3.2,913.4921,1045.0275,963.454,3698.5518,1792.2305,122084.5979,356.6053,154.0061,23094.477,1.8376,45.2948,229.8199,175.6102,9.6823,1.4872,STARTUP
2026-02-15T04:30:03.300Z,3.3,941.279,1097.7468,1009.0559,3799.1273,1831.5095,125391.7579,368.8204,159.7902,23873.468,1.8899,48.4992,229.4888,184.4011,9.8063,1.5374,STARTUP
2026-02-15T04:30:03.400Z,3.4,973.7781,1139.8472,1028.1602,3940.8663,1901.5212,128743.5189,381.7653,163.2532,24591.1649,1.9684,48.7342,234.5285,190.5238,10.1841,1.6031,STARTUP
2026-02-15T04:30:03.500Z,3.5,996.313,1150.9565,1063.0255,4068.9422,1981.97,133051.5808,394.0217,169.09,25181.9689,1.4935,51.0482,234.4816,197.2171,9.626,1.6406,STARTUP
2026-02-15T04:30:03.600Z,3.6,1024.0425,1193.5152,1080.7658,4217.1698,2029.7964,136886.2399,406.8476,173.3717,25836.4886,1.6433,52.0977,245.0175,207.9417,10.1135,1.6816,STARTUP
2026-02-15T04:30:03.700Z,3.7,1054.8283,1214.8694,1116.9158,4300.0581,2096.9989,140439.0444,412.7565,175.6827,26676.9102,1.8378,52.7339,256.6446,208.4483,11.1691,1.7282,STARTUP
2026-02-15T04:30:03.800Z,3.8,1084.3271,1254.4065,1161.3466,4442.2409,2100.9562,144814.2481,425.2445,184.4563,27310.9233,1.628,54.6404,276.2984,216.513,11.0049,1.7609,STARTUP
2026-02-15T04:30:03.900Z,3.9,1103.0049,1284.5391,1184.5602,4569.4902,2198.1624,148299.6285,435.9838,186.9116,28189.0104,2.0299,54.8911,273.6955,210.1931,11.5519,1.8398,STARTUP
2026-02-15T04:30:04.000Z,4,1138.9991,1330.775,1207.8137,4645.8382,2277.2383,152223.1728,447.5212,194.7678,28684.8342,2.3337,56.3685,286.446,222.3049,11.2828,1.8586,STARTUP
2026-02-15T04:30:04.100Z,4.1,1174.1082,1360.4497,1262.6087,4758.3719,2300.8176,156670.61,465.0945,197.784,29491.2393,2.1061,62.864,290.1007,231.5681,12.1178,1.9105,STARTUP
2026-02-15T04:30:04.200Z,4.2,1200.755,1405.6035,1289.6879,4920.855,2341.7327,159549.4303,470.7438,202.2845,30137.3974,1.6123,61.0659,298.5743,234.701,11.8775,1.9741,STARTUP
2026-02-15T04:30:04.300Z,4.3,1217.4029,1409.3148,1297.7321,4991.1002,2395.8942,163594.1978,481.467,206.2688,30973.1742,2.1713,63.5867,298.8525,241.5373,12.2638,1.9962,STARTUP
2026-02-15T04:30:04.400Z,4.4,1258.4563,1472.5703,1340.587,5122.959,2484.351,167282.0024,495.4496,214.7074,31660.8589,2.0834,63.9852,307.24,242.1453,13.1476,2.0606,STARTUP
2026-02-15T04:30:04.500Z,4.5,1273.8961,1489.2125,1369.0981,5231.4578,2530.5685,172330.5015,503.3149,216.5436,32415.5202,2.1232,61.7274,315.9841,257.9077,13.4526,2.0804,STARTUP
2026-02-15T04:30:04.600Z,4.6,1305.8613,1520.4241,1387.8344,5335.8533,2564.7197,174825.0033,516.3207,220.2479,33036.1747,1.8948,67.1885,321.8265,251.347,13.0894,2.1316,STARTUP
2026-02-15T04:30:04.700Z,4.7,1334.3641,1545.2292,1432.1708,5487.4147,2636.7589,178540.8583,528.5081,224.1155,33841.5442,2.8296,65.0907,327.146,259.1897,14.361,2.1754,STARTUP
2026-02-15T04:30:04.800Z,4.8,1365.3256,1591.8381,1464.4892,5611.4032,2683.9131,183799.9111,539.4758,231.7234,34699.9341,2.5695,68.3852,340.2327,275.3573,13.0701,2.244,STARTUP
2026-02-15T04:30:04.900Z,4.9,1391.9595,1619.1933,1494.995,5688.009,2760.2854,187256.1841,548.3923,239.0454,35437.9912,2.668,75.7134,339.3862,272.6709,14.3476,2.2873,STARTUP
2026-02-15T04:30:05.000Z,5,1415.906,1648.0831,1516.9791,5811.746,2772.6351,190063.6799,562.6417,237.7234,35955.749,2.9296,74.0884,351.3263,279.4449,15.4546,2.3154,MAINSTAGE
2026-02-15T04:30:05.100Z,5.1,1417.8322,1639.1958,1520.6274,5801.1449,2851.2067,190492.5283,561.8836,240.6371,36085.603,2.068,72.1911,350.7657,282.8117,14.7711,2.3365,MAINSTAGE
2026-02-15T04:30:05.200Z,5.2,1432.6566,1659.4817,1528.8677,5805.1354,2831.9922,189482.9108,560.1358,239.2819,36122.6596,2.8211,74.6166,343.6451,272.445,15.0088,2.3507,MAINSTAGE
2026-02-15T04:30:05.300Z,5.3,1404.4427,1655.1697,1525.5214,5761.9517,2773.867,189941.3764,564.2435,238.2595,35921.9789,2.8696,71.6503,350.1344,284.891,14.4355,2.3261,MAINSTAGE
2026-02-15T04:30:05.400Z,5.4,1425.6672,1656.0687,1521.3606,5814.4688,2807.4121,190290.5249,563.4753,241.7288,35975.2645,2.5916,73.7263,364.1886,283.3766,13.694,2.3568,MAINSTAGE
2026-02-15T04:30:05.500Z,5.5,1424.784,1651.2754,1523.1236,5779.7817,2793.0281,191047.1952,564.0075,238.4845,35994.5671,2.9318,70.4373,338.7425,278.1167,15.3315,2.3324,MAINSTAGE
2026-02-15T04:30:05.600Z,5.6,1428.9219,1652.8943,1517.8565,5807.5796,2861.3802,190600.9015,560.331,241.7161,36000.0883,2.7771,72.4303,340.8035,275.4108,14.5325,2.3141,MAINSTAGE
2026-02-15T04:30:05.700Z,5.7,1425.9364,1623.0738,1542.0965,5815.3389,2852.6796,191333.4787,557.6502,240.3908,36207.6074,2.8839,73.08,349.0205,279.6704,15.2817,2.3095,MAINSTAGE
2026-02-15T04:30:05.800Z,5.8,1416.2045,1645.5302,1522.6173,5773.655,2832.8373,189800.1479,561.7079,240.1963,36182.3845,2.9816,71.2649,362.8773,279.6557,14.9981,2.3449,MAINSTAGE
2026-02-15T04:30:05.900Z,5.9,1426.4401,1663.3143,1534.641,5836.6763,2746.8503,190459.4568,558.6445,239.9957,35967.4482,2.6377,74.7396,345.5972,286.2515,15.0507,2.3154,MAINSTAGE
2026-02-15T04:30:06.000Z,6,1423.4943,1657.859,1519.1797,5781.4323,2823.3925,191048.1941,556.4133,236.9822,36043.3596,2.9739,73.2046,345.9887,284.253,14.2854,2.3327,MAINSTAGE
2026-02-15T04:30:06.100Z,6.1,1410.5884,1632.5837,1517.0227,5770.5182,2787.1529,190265.6488,564.1597,239.0409,36039.0969,2.6761,66.6256,351.1671,279.1043,14.8487,2.3308,MAINSTAGE
2026-02-15T04:30:06.200Z,6.2,1429.6937,1632.9512,1535.2227,5788.5741,2838.4361,189428.8596,559.9151,241.1673,36036.056,2.6705,72.5692,331.2684,282.4205,15.1567,2.3256,MAINSTAGE
2026-02-15T04:30:06.300Z,6.3,1424.3652,1664.5472,1521.5439,5888.1819,2808.0314,190535.6562,567.2723,242.0151,35996.7887,2.2712,73.7371,354.8233,269.8767,13.9783,2.3455,MAINSTAGE
2026-02-15T04:30:06.400Z,6.4,1417.9271,1652.9544,1512.0513,5830.87,2819.1449,189684.5261,556.2426,238.5753,35955.405,2.4856,68.3958,370.0992,273.4101,14.7674,2.3245,MAINSTAGE
2026-02-15T04:30:06.500Z,6.5,1416.9685,1649.844,1522.0072,5813.6377,2796.5546,190641.4349,562.2108,240.5202,35993.4413,2.598,69.9311,344.2349,286.6888,15.0739,2.3206,MAINSTAGE
2026-02-15T04:30:06.600Z,6.6,1415.5794,1639.3597,1525.1849,5806.3297,2809.2637,191132.7919,559.5668,236.5128,36021.1159,1.9764,72.8952,345.6427,273.2534,14.866,2.3679,MAINSTAGE
2026-02-15T04:30:06.700Z,6.7,1412.0356,1650.9596,1525.3415,5821.3479,2838.0404,190270.7056,562.5396,242.5196,36122.9763,2.0464,68.8175,352.8757,278.4901,14.8643,2.3168,MAINSTAGE
2026-02-15T04:30:06.800Z,6.8,1415.8934,1647.4141,1527.5984,5811.6549,2754.4055,190369.4764,562.3159,240.5193,36066.5838,2.5739,69.3036,346.0867,278.0046,14.3992,2.3498,MAINSTAGE
2026-02-15T04:30:06.900Z,6.9,1408.2092,1648.7321,1519.8798,5790.8338,2841.7064,189836.4589,562.8689,239.0755,35907.2696,2.8911,75.7761,346.1288,285.7043,14.4642,2.3184,MAINSTAGE
2026-02-15T04:30:07.000Z,7,1417.1548,1636.3247,1531.3568,5801.1972,2777.9214,190087.6424,560.156,242.1724,36004.3233,2.1305,70.7281,342.3245,277.0476,14.6251,2.3451,MAINSTAGE
2026-02-15T04:30:07.100Z,7.1,1421.5814,1655.6494,1527.737,5812.4655,2832.2547,190734.9981,559.5475,241.1836,36093.0073,2.6808,71.7773,351.2503,269.4866,14.8612,2.3512,MAINSTAGE
2026-02-15T04:30:07.200Z,7.2,1434.2859,1658.0748,1518.902,5813.2895,2824.8494,190360.3571,565.0516,240.0823,35979.4021,2.3822,71.9928,343.7995,289.8521,15.2578,2.3355,MAINSTAGE
2026-02-15T04:30:07.300Z,7.3,1429.9573,1667.1334,1523.595,5755.7731,2763.3421,190012.8499,559.662,236.9285,36035.5742,2.6135,70.6781,340.9944,278.3407,14.6018,2.3208,MAINSTAGE
2026-02-15T04:30:07.400Z,7.4,1438.8486,1650.72,1524.3166,5764.4956,2813.4033,190806.6354,555.3726,239.7316,35975.8393,2.6222,73.6312,338.8684,286.4363,14.2259,2.3393,MAINSTAGE
2026-02-15T04:30:07.500Z,7.5,1414.6204,1670.6338,1514.4789,5876.0696,2800.2787,189490.8394,561.0924,239.6844,36068.6613,2.3871,71.9139,342.7406,283.197,14.4937,2.345,MAINSTAGE
2026-02-15T04:30:07.600Z,7.6,1422.5972,1671.6738,1513.6233,5827.1874,2818.2185,190338.9698,561.0992,239.754,36120.6575,2.6194,73.0546,337.4345,283.6364,13.7829,2.3365,MAINSTAGE
2026-02-15T04:30:07.700Z,7.7,1412.2323,1662.9382,1512.1024,5824.4806,2810.603,189809.0688,557.943,239.9195,36157.9728,2.6393,72.6766,354.5363,275.3037,14.9083,2.3339,MAINSTAGE
2026-02-15T04:30:07.800Z,7.8,1428.5605,1646.233,1544.1592,5854.1215,2818.8294,189884.7674,563.6851,241.2172,35963.2765,2.3938,69.6264,331.6401,282.342,14.5959,2.3058,MAINSTAGE
2026-02-15T04:30:07.900Z,7.9,1427.0985,1666.729,1528.1298,5822.1936,2782.2982,190023.7843,559.5461,239.9411,35905.6394,2.0569,70.6577,353.0151,285.8331,14.4334,2.3392,MAINSTAGE
2026-02-15T04:30:08.000Z,8,1436.6561,1655.153,1523.5549,5825.4448,2778.5272,190066.6009,562.2211,243.2197,36204.8596,2.3958,67.6288,346.8154,286.419,14.2554,2.3658,MAINSTAGE
2026-02-15T04:30:08.100Z,8.1,1417.4968,1662.9519,1523.8767,5784.9642,2785.4008,190793.3509,555.6154,240.6076,36004.5655,2.9639,76.1373,345.687,288.7163,14.7512,2.3258,MAINSTAGE
2026-02-15T04:30:08.200Z,8.2,1414.1628,1640.5757,1499.6618,5893.26,2797.2291,190440.9016,558.4168,241.2043,36343.811,2.5121,66.6692,348.441,286.0584,15.2102,2.3234,MAINSTAGE
2026-02-15T04:30:08.300Z,8.3,1422.6129,1663.5673,1504.4934,5845.8053,2799.6358,190497.1067,560.3917,240.3791,36226.3894,2.2721,75.6946,353.4419,282.8644,15.2366,2.3453,MAINSTAGE
2026-02-15T04:30:08.400Z,8.4,1422.927,1659.7105,1521.0094,5802.8072,2779.8928,189848.1855,564.9252,241.7188,36091.0076,2.9407,70.8061,332.2317,279.5224,14.8967,2.3516,MAINSTAGE
2026-02-15T04:30:08.500Z,8.5,1419.6729,1630.853,1522.5666,5806.7186,2850.1046,189477.2855,562.1575,241.0858,36014.8129,2.5315,73.5816,347.3013,287.3272,14.535,2.3513,MAINSTAGE
2026-02-15T04:30:08.600Z,8.6,1419.114,1665.2459,1524.0735,5802.292,2790.0477,190078.2471,562.0002,243.3838,35945.5081,2.2993,73.4203,355.0413,279.9382,15.1254,2.3473,MAINSTAGE
2026-02-15T04:30:08.700Z,8.7,1413.3453,1652.5105,1519.8188,5793.1146,2808.1016,190205.1983,561.7983,238.2218,35897.9924,2.599,71.4869,348.9517,281.6359,14.3819,2.3379,MAINSTAGE
2026-02-15T04:30:08.800Z,8.8,1420.8071,1650.4323,1523.2169,5848.1511,2773.3309,190100.4523,562.2407,238.0895,35961.3173,2.9186,73.4632,344.4176,277.3291,14.2255,2.3503,MAINSTAGE
2026-02-15T04:30:08.900Z,8.9,1419.5474,1656.2903,1515.2826,5816.9282,2788.1685,190004.1277,563.6898,239.4494,36132.553,2.4756,69.0761,356.381,279.8673,14.7972,2.3213,MAINSTAGE
2026-02-15T04:30:09.000Z,9,1415.8823,1659.0963,1518.8649,5827.1897,2782.2729,190620.3676,563.3915,237.3881,35879.3646,2.272,76.2114,349.9711,290.4482,15.5749,2.3306,MAINSTAGE
2026-02-15T04:30:09.100Z,9.1,1421.0746,1641.3338,1516.7024,5784.4486,2841.8201,189122.3198,559.4334,234.9923,36219.1698,2.5744,68.9968,342.1364,277.9552,15.2742,2.2949,MAINSTAGE
2026-02-15T04:30:09.200Z,9.2,1428.2469,1665.5275,1520.1906,5838.3265,2830.0126,189042.478,563.5585,240.7787,35814.6806,3.1849,73.5202,360.4177,276.6708,14.6662,2.3449,MAINSTAGE
2026-02-15T04:30:09.300Z,9.3,1419.6962,1668.6862,1524.2202,5808.3813,2785.006,189951.7378,559.3718,241.5892,36163.3634,2.6123,70.6544,341.4608,281.7722,14.6997,2.3433,MAINSTAGE
2026-02-15T04:30:09.400Z,9.4,1417.8535,1633.0414,1525.6493,5772.9917,2803.7177,190517.7009,559.972,239.2305,36132.9793,2.1306,73.3041,344.7528,276.8712,14.9982,2.3443,MAINSTAGE
2026-02-15T04:30:09.500Z,9.5,1428.6716,1650.955,1539.1007,5766.5574,2796.9584,190199.1096,564.0574,243.5849,36085.6362,2.6025,76.6718,358.9056,274.5153,14.8545,2.3276,MAINSTAGE
2026-02-15T04:30:09.600Z,9.6,1427.9866,1656.3802,1513.6525,5784.2623,2793.5894,190873.0638,559.2988,237.4594,36008.3562,2.6547,68.0001,360.1605,279.502,14.5101,2.3369,MAINSTAGE
2026-02-15T04:30:09.700Z,9.7,1438.197,1655.734,1530.5192,5843.5756,2793.7573,191151.9331,558.3291,241.1477,36009.5974,2.9068,71.545,349.5313,279.673,15.2927,2.33,MAINSTAGE
2026-02-15T04:30:09.800Z,9.8,1428.4063,1667.5574,1516.6498,5804.8922,2736.1129,190616.4949,564.7836,241.551,36067.8763,2.2544,71.2418,356.1531,279.9765,14.4143,2.2975,MAINSTAGE
2026-02-15T04:30:09.900Z,9.9,1433.2499,1636.3676,1511.8585,5777.0677,2771.8441,190907.84,561.2089,239.1103,36032.1866,2.6779,74.412,357.7939,290.3083,14.5567,2.3277,MAINSTAGE
2026-02-15T04:30:10.000Z,10,1435.2009,1636.374,1508.9503,5811.8431,2778.9042,190352.5724,558.2244,239.9537,36024.075,2.5678,70.553,351.7617,280.5289,14.3078,2.356,MAINSTAGE
2026-02-15T04:30:10.100Z,10.1,1419.9938,1653.0586,1515.1097,5776.817,2822.378,190205.7029,558.9652,239.6292,36024.2342,2.269,69.2137,340.9815,292.8178,14.2049,2.325,MAINSTAGE
2026-02-15T04:30:10.200Z,10.2,1411.9487,1662.2049,1524.9677,5812.2213,2807.6868,190918.9731,558.8514,239.1308,35927.0508,2.5322,73.62,342.6174,283.1399,15.1045,2.3211,MAINSTAGE
2026-02-15T04:30:10.300Z,10.3,1411.0791,1651.1447,1526.2583,5822.3052,2808.884,189881.0659,563.6615,242.1713,36043.7771,2.5482,75.7955,343.7752,274.4584,14.1502,2.3086,MAINSTAGE
2026-02-15T04:30:10.400Z,10.4,1433.9548,1664.7016,1535.3137,5778.9711,2842.8071,189640.7764,563.9471,237.0753,36169.28,2.7633,69.8737,354.6081,280.3966,15.6542,2.3065,MAINSTAGE
2026-02-15T04:30:10.500Z,10.5,1420.7196,1653.9548,1529.8068,5783.0311,2818.218,189283.8956,564.7433,236.5805,36040.0265,2.4189,72.1532,358.3693,280.6781,13.9163,2.3522,MAINSTAGE
2026-02-15T04:30:10.600Z,10.6,1424.4034,1645.268,1513.9773,5833.5552,2788.7886,190288.6851,563.4724,241.0066,36170.9887,2.7669,71.2093,334.9089,281.8804,16.0612,2.3422,MAINSTAGE
2026-02-15T04:30:10.700Z,10.7,1428.5001,1649.1588,1531.5034,5798.2757,2823.4291,191047.1563,559.5745,242.1186,36011.9693,2.3132,71.0963,346.4276,280.5688,15.3224,2.3468,MAINSTAGE
2026-02-15T04:30:10.800Z,10.8,1436.5078,1666.4333,1537.7261,5859.0864,2768.7792,189683.9546,560.2127,240.9827,36023.2202,2.6226,72.3174,331.4419,285.9665,14.9249,2.3248,MAINSTAGE
2026-02-15T04:30:10.900Z,10.9,1424.8082,1665.7917,1522.8949,5804.9105,2830.4938,189021.6321,562.1963,241.0492,36056.9069,2.6808,72.3869,343.3262,276.7691,14.4988,2.344,MAINSTAGE
2026-02-15T04:30:11.000Z,11,1440.2284,1655.5804,1505.9989,5808.5588,2819.742,189880.0525,559.815,239.1113,36160.2137,2.8001,71.8138,357.7074,275.7308,14.7004,2.3565,MAINSTAGE
2026-02-15T04:30:11.100Z,11.1,1430.3469,1670.5054,1532.3608,5812.6534,2827.5056,190528.3522,569.101,243.2198,36138.2973,2.65,74.7689,361.6862,274.5587,15.4484,2.3408,MAINSTAGE
2026-02-15T04:30:11.200Z,11.2,1425.7124,1651.093,1535.3931,5878.3252,2786.9845,190654.9563,563.3383,235.5543,36202.1713,2.3188,74.4551,359.8934,280.1683,15.3154,2.3163,MAINSTAGE
2026-02-15T04:30:11.300Z,11.3,1421.0979,1668.9333,1526.7698,5847.1654,2802.455,190227.2148,564.4097,238.9424,36169.2464,2.5951,74.4271,358.9605,283.6739,14.7109,2.3444,MAINSTAGE
2026-02-15T04:30:11.400Z,11.4,1420.7143,1662.4123,1513.5935,5846.6468,2781.0303,190380.2233,565.1196,242.6344,36101.645,2.4143,73.2168,356.8715,279.0174,15.3781,2.3157,MAINSTAGE
2026-02-15T04:30:11.500Z,11.5,1421.9162,1660.3254,1522.6862,5869.5782,2840.2102,189687.442,564.0455,243.9003,36164.554,2.7024,68.1387,357.476,287.2632,14.4339,2.3583,MAINSTAGE
2026-02-15T04:30:11.600Z,11.6,1429.7448,1649.6173,1529.7652,5829.0111,2792.6521,190334.1866,562.8051,240.4455,36155.689,2.5476,72.4547,341.5691,275.7164,15.3865,2.3402,MAINSTAGE
2026-02-15T04:30:11.700Z,11.7,1411.3068,1655.2521,1526.2275,5840.2569,2777.918,191590.2259,564.8993,240.0311,35941.21,2.8309,72.6742,342.9307,277.9952,14.1196,2.3224,MAINSTAGE
2026-02-15T04:30:11.800Z,11.8,1420.3295,1644.598,1539.5437,5841.0508,2818.2993,189976.3331,559.8489,240.4202,36027.8879,2.2378,71.4846,350.6269,280.586,15.67,2.3175,MAINSTAGE
2026-02-15T04:30:11.900Z,11.9,1419.2521,1639.6809,1537.1536,5805.6451,2783.1711,190800.9431,559.8481,242.7195,36179.5211,2.5551,72.8265,356.1181,278.5927,14.1728,2.3352,MAINSTAGE
2026-02-15T04:30:12.000Z,12,1416.1117,1651.835,1537.2161,5799.0592,2794.5978,190236.5259,565.3186,240.9198,36194.137,2.6162,70.7749,350.8017,273.3692,15.2885,2.339,MAINSTAGE
2026-02-15T04:30:12.100Z,12.1,1434.5171,1673.2121,1526.6647,5836.9896,2773.9531,190550.6785,560.4229,241.9889,36149.7253,3.157,75.3517,347.2136,280.5218,14.2249,2.3286,MAINSTAGE
2026-02-15T04:30:12.200Z,12.2,1428.9797,1648.9653,1526.3819,5810.4105,2801.0566,190390.5446,558.3734,244.0645,36238.6406,2.4134,72.19,361.295,277.2029,14.3578,2.3573,MAINSTAGE
2026-02-15T04:30:12.300Z,12.3,1428.3131,1654.7304,1523.9016,5780.0145,2773.9999,191413.2838,562.1332,237.2903,35933.6966,2.8232,74.9511,340.6441,281.6395,15.0763,2.3545,MAINSTAGE
2026-02-15T04:30:12.400Z,12.4,1434.6444,1667.3234,1516.9909,5815.7398,2757.3445,190615.4623,559.5596,241.5699,36095.8733,2.1786,68.8843,349.8469,285.0628,14.3235,2.3312,MAINSTAGE
2026-02-15T04:30:12.500Z,12.5,1403.7254,1662.0874,1517.2469,5779.7377,2835.7796,189966.3899,559.8973,243.7422,36112.3213,2.138,74.0594,349.2564,277.4344,15.3687,2.3097,MAINSTAGE
